DEPARTAMENTO,MUNICIPIO,NUMERO_DEL_PREDIO,NUMERO_DE_ORDEN,TOTAL_REGISTROS,DESTINO_ECONOMICO,AREA_TERRENO,AREA_CONSTRUIDA,AVALUO,VIGENCIA,NUMERO_PREDIAL_ANTERIOR
27,495,0001000000010559000000000,1,1,A,117,0,801000,1012022,100010559000
27,495,0001000000010560000000000,1,1,A,300,0,2052000,1012022,100010560000
27,495,0001000000010561000000000,1,1,A,117,0,801000,1012022,100010561000
27,495,0001000000010562000000000,1,1,A,117,0,801000,1012022,100010562000
27,495,0001000000010563000000000,1,1,A,234,0,1601000,1012022,100010563000
27,495,0001000000010564000000000,1,1,A,117,0,801000,1012022,100010564000
27,495,0001000000010565000000000,1,1,D,25200,0,2611000,1012022,100010565000
27,495,0001000000010566000000000,1,1,D,7014,0,727000,1012022,100010566000
27,495,0001000000010567000000000,1,1,D,600000,0,62182000,1012022,100010567000
27,495,0001000000010568000000000,1,2,R,3352,0,357000,1012022,100010568000
27,495,0001000000010568000000000,2,2,R,3352,0,357000,1012022,100010568000
27,495,0001000000010569000000000,1,1,S,1500,0,160000,1012022,100010569000
27,495,0001000000010571000000000,1,1,R,16200,0,1108000,1012022,100010571000
27,495,0001000000010572000000000,1,1,R,1742565,11739,3746878000,1012022,100010572000
27,495,0001000000010574000000000,1,1,R,97209,0,886618000,1012022,100010574000
27,495,0001000000010575000000000,1,1,R,300,0,32000,1012022,100010575000
27,495,0001000000010576000000000,1,1,R,300,0,32000,1012022,100010576000
27,495,0001000000010577000000000,1,1,Q,4175,0,3278000,1012022,100010577000
27,495,0001000000010578000000000,1,1,Q,4000,0,3278000,1012022,100010578000
27,495,0001000000010579000000000,1,1,D,2600,0,23097000,1012022,100010579000
27,495,0001000000010580000000000,1,1,R,400,0,3648000,1012022,100010580000
27,495,0001000000010581000000000,1,1,R,70,0,479000,1012022,100010581000
27,495,0001000000010582000000000,1,1,R,70,0,479000,1012022,100010582000
27,495,0001000000010583000000000,1,1,R,130,0,889000,1012022,100010583000
27,495,0001000000010584000000000,1,1,R,100,0,684000,1012022,100010584000
27,495,0001000000010585000000000,1,1,R,140,0,957000,1012022,100010585000
27,495,0100000000010001000000000,1,1,A,144,0,16417000,1012022,10000010001000
27,495,0100000000010002000000000,1,1,A,100,0,11400000,1012022,10000010002000
27,495,0100000000010002500000001,1,1,A,0,43,867000,1012022,10000010002001
27,495,0100000000010003000000000,1,1,R,126,0,14364000,1012022,10000010003000
27,495,0100000000010004000000000,1,1,A,139,0,15847000,1012022,10000010004000
27,495,0100000000010004500000001,1,1,A,0,50,1008000,1012022,10000010004001
27,495,0100000000010005000000000,1,1,R,178,0,20294000,1012022,10000010005000
27,495,0100000000010006000000000,1,1,A,125,125,20221000,1012022,10000010006000
27,495,0100000000010008000000000,1,1,R,210,0,12768000,1012022,10000010008000
27,495,0100000000010009000000000,1,1,A,125,0,7601000,1012022,10000010009000
27,495,0100000000010009500000001,1,1,A,0,74,1490000,1012022,10000010009001
27,495,0100000000010016500000001,1,1,A,0,64,4070000,1012022,10000010016001
27,495,0100000000020001000000000,1,1,A,100,0,6080000,1012022,10000020001000
27,495,0100000000020002000000000,1,1,A,100,100,12035000,1012022,10000020002000
27,495,0100000000020003000000000,1,1,A,155,111,45786000,1012022,10000020003000
27,495,0100000000020004000000000,1,1,R,362,0,60532000,1012022,10000020004000
27,495,0100000000020005000000000,1,1,A,201,101,46462000,1012022,10000020005000
27,495,0100000000020006000000000,1,1,A,201,89,32522000,1012022,10000020006000
27,495,0100000000020007000000000,1,1,A,195,0,22233000,1012022,10000020007000
27,495,0100000000020007500000001,1,1,A,0,95,4905000,1012022,10000020007001
27,495,0100000000020008000000000,1,1,A,115,0,13111000,1012022,10000020008000
27,495,0100000000020008500000001,1,1,A,0,111,11981000,1012022,10000020008001
27,495,0100000000020009000000000,1,1,A,239,116,39769000,1012022,10000020009000
27,495,0100000000020010000000000,1,1,A,158,0,18014000,1012022,10000020010000
27,495,0100000000020010500000001,1,1,A,0,51,2631000,1012022,10000020010001
27,495,0100000000020011000000000,1,1,R,285,0,32493000,1012022,10000020011000
27,495,0100000000020011500000001,1,1,A,0,64,3812000,1012022,10000020011001
27,495,0100000000020012000000000,1,1,A,198,144,32534000,1012022,10000020012000
27,495,0100000000020013000000000,1,1,S,392,0,44692000,1012022,10000020013000
27,495,0100000000020014000000000,1,1,A,374,450,82666000,1012022,10000020014000
27,495,0100000000020015000000000,1,1,S,158,164,23012000,1012022,10000020015000
27,495,0100000000020016000000000,1,1,A,158,316,48273000,1012022,10000020016000
27,495,0100000000020017000000000,1,1,A,210,0,20431000,1012022,10000020017000
27,495,0100000000020017500000001,1,1,A,0,66,946000,1012022,10000020017001
27,495,0100000000020018000000000,1,1,A,65,0,8400000,1012022,10000020018000
27,495,0100000000020036500000001,1,1,A,0,11,221000,1012022,10000020036001
27,495,0100000000020037000000000,1,1,A,101,0,6142000,1012022,10000020037000
27,495,0100000000020037500000001,1,1,A,0,29,415000,1012022,10000020037001
27,495,0100000000030001000000000,1,1,P,57500,0,6555536000,1012022,10000030001000
27,495,0100000000040001000000000,1,1,I,4311,1446,636526000,1012022,10000040001000
27,495,0100000000040002000000000,1,1,J,15323,1801,2174287000,1012022,10000040002000
27,495,0100000000040003000000000,1,1,A,80,0,10338000,1012022,10000040003000
27,495,0100000000040003500000001,1,1,A,0,134,6315000,1012022,10000040003001
27,495,0100000000040004000000000,1,1,S,175,0,22613000,1012022,10000040004000
27,495,0100000000040005000000000,1,1,C,185,176,43084000,1012022,10000040005000
27,495,0100000000040006000000000,1,1,A,209,0,27007000,1012022,10000040006000
27,495,0100000000040006500000001,1,1,A,0,310,32750000,1012022,10000040006001
27,495,0100000000040007000000000,1,2,A,200,400,85002000,1012022,10000040007000
27,495,0100000000040007000000000,2,2,A,200,400,85002000,1012022,10000040007000
27,495,0100000000040008000000000,1,1,C,191,330,75075000,1012022,10000040008000
27,495,0100000000040009000000000,1,1,R,61,0,7882000,1012022,10000040009000
27,495,0100000000040010000000000,1,1,C,179,91,29679000,1012022,10000040010000
27,495,0100000000040011000000000,1,2,A,200,118,52057000,1012022,10000040011000
27,495,0100000000040011000000000,2,2,A,200,118,52057000,1012022,10000040011000
27,495,0100000000040012000000000,1,1,S,155,106,25796000,1012022,10000040012000
27,495,0100000000040013000000000,1,1,C,186,372,67069000,1012022,10000040013000
27,495,0100000000040014000000000,1,1,C,118,209,33808000,1012022,10000040014000
27,495,0100000000040015000000000,1,1,A,125,125,27288000,1012022,10000040015000
27,495,0100000000040016000000000,1,1,A,203,171,20521000,1012022,10000040016000
27,495,0100000000040017000000000,1,1,A,185,0,14062000,1012022,10000040017000
27,495,0100000000040018000000000,1,1,A,212,288,35631000,1012022,10000040018000
27,495,0100000000040019000000000,1,1,A,195,105,19837000,1012022,10000040019000
27,495,0100000000040020000000000,1,1,A,189,76,17154000,1012022,10000040020000
27,495,0100000000040021000000000,1,1,C,143,122,20275000,1012022,10000040021000
27,495,0100000000040022000000000,1,1,C,197,204,33231000,1012022,10000040022000
27,495,0100000000040023000000000,1,1,A,183,129,30327000,1012022,10000040023000
27,495,0100000000040024000000000,1,1,C,161,66,17269000,1012022,10000040024000
27,495,0100000000040025000000000,1,1,S,147,0,11174000,1012022,10000040025000
27,495,0100000000040026000000000,1,1,A,81,48,7751000,1012022,10000040026000
27,495,0100000000040027000000000,1,1,A,115,82,25673000,1012022,10000040027000
27,495,0100000000040028000000000,1,1,A,224,213,27850000,1012022,10000040028000
27,495,0100000000040029000000000,1,1,A,224,86,22145000,1012022,10000040029000
27,495,0100000000040030000000000,1,1,A,172,124,20456000,1012022,10000040030000
27,495,0100000000040031000000000,1,1,A,184,288,33502000,1012022,10000040031000
27,495,0100000000040032000000000,1,1,A,129,180,20809000,1012022,10000040032000
27,495,0100000000040033000000000,1,1,A,297,290,62508000,1012022,10000040033000
27,495,0100000000040034000000000,1,1,A,241,240,44536000,1012022,10000040034000
27,495,0100000000040035000000000,1,1,A,114,70,13120000,1012022,10000040035000
27,495,0100000000040036000000000,1,1,C,177,142,27759000,1012022,10000040036000
27,495,0100000000040037000000000,1,1,A,143,0,13044000,1012022,10000040037000
27,495,0100000000040037500000001,1,1,A,0,121,5164000,1012022,10000040037001
27,495,0100000000040038000000000,1,1,C,104,161,24818000,1012022,10000040038000
27,495,0100000000040039000000000,1,1,A,84,69,11222000,1012022,10000040039000
27,495,0100000000040040000000000,1,1,A,51,45,8082000,1012022,10000040040000
27,495,0100000000040041000000000,1,1,A,123,100,27516000,1012022,10000040041000
27,495,0100000000040041500000001,1,1,A,0,99,9760000,1012022,10000040041001
27,495,0100000000040042000000000,1,1,A,154,0,14047000,1012022,10000040042000
27,495,0100000000040043000000000,1,1,S,55,0,5017000,1012022,10000040043000
27,495,0100000000040043500000001,1,1,A,0,40,1268000,1012022,10000040043001
27,495,0100000000040044000000000,1,1,A,117,117,27319000,1012022,10000040044000
27,495,0100000000040045000000000,1,1,A,86,0,5229000,1012022,10000040045000
27,495,0100000000040045500000001,1,1,A,0,170,5604000,1012022,10000040045001
27,495,0100000000040046000000000,1,1,A,91,91,12998000,1012022,10000040046000
27,495,0100000000040047000000000,1,1,A,90,90,14308000,1012022,10000040047000
27,495,0100000000040048000000000,1,1,A,112,74,17512000,1012022,10000040048000
27,495,0100000000040048500000001,1,1,A,0,156,14666000,1012022,10000040048001
27,495,0100000000040049000000000,1,1,A,67,49,8267000,1012022,10000040049000
27,495,0100000000040050000000000,1,1,A,76,0,6931000,1012022,10000040050000
27,495,0100000000040050500000001,1,1,A,0,32,847000,1012022,10000040050001
27,495,0100000000040051000000000,1,1,R,101,0,9211000,1012022,10000040051000
27,495,0100000000040051500000001,1,1,A,0,75,5400000,1012022,10000040051001
27,495,0100000000040052000000000,1,1,A,108,45,11040000,1012022,10000040052000
27,495,0100000000040053000000000,1,1,A,100,0,9120000,1012022,10000040053000
27,495,0100000000040053500000001,1,1,A,0,49,2155000,1012022,10000040053001
27,495,0100000000040054000000000,1,1,A,86,0,7843000,1012022,10000040054000
27,495,0100000000040054500000001,1,1,A,0,149,3941000,1012022,10000040054001
27,495,0100000000040055000000000,1,1,A,150,120,18959000,1012022,10000040055000
27,495,0100000000040056000000000,1,1,A,120,84,20410000,1012022,10000040056000
27,495,0100000000040057000000000,1,1,A,86,73,16070000,1012022,10000040057000
27,495,0100000000040058000000000,1,1,A,56,104,14886000,1012022,10000040058000
27,495,0100000000040059000000000,1,1,A,144,67,17674000,1012022,10000040059000
27,495,0100000000040060000000000,1,1,A,100,0,9120000,1012022,10000040060000
27,495,0100000000040060500000001,1,1,A,0,53,1067000,1012022,10000040060001
27,495,0100000000040061000000000,1,1,C,110,100,13164000,1012022,10000040061000
27,495,0100000000040062000000000,1,1,S,172,0,22222000,1012022,10000040062000
27,495,0100000000040062500000001,1,1,A,0,97,3219000,1012022,10000040062001
27,495,0100000000040062500000002,1,1,C,0,58,5452000,1012022,10000040062002
27,495,0100000000040063000000000,1,1,A,98,81,14769000,1012022,10000040063000
27,495,0100000000040064000000000,1,1,A,102,80,14067000,1012022,10000040064000
27,495,0100000000040064500000001,1,1,0,0,95,2513000,1012022,10000040064001
27,495,0100000000040065000000000,1,1,A,119,78,25511000,1012022,10000040065000
27,495,0100000000040066000000000,1,1,A,83,72,13408000,1012022,10000040066000
27,495,0100000000040067000000000,1,2,A,70,104,15483000,1012022,10000040067000
27,495,0100000000040067000000000,2,2,A,70,104,15483000,1012022,10000040067000
27,495,0100000000040068000000000,1,1,A,55,37,8707000,1012022,10000040068000
27,495,0100000000040069000000000,1,1,A,55,0,4180000,1012022,10000040069000
27,495,0100000000040069500000001,1,1,A,0,37,1628000,1012022,10000040069001
27,495,0100000000040070000000000,1,1,A,49,0,4469000,1012022,10000040070000
27,495,0100000000040070500000001,1,1,A,0,80,9789000,1012022,10000040070001
27,495,0100000000040071000000000,1,1,A,112,0,10215000,1012022,10000040071000
27,495,0100000000040072000000000,1,1,A,106,83,15642000,1012022,10000040072000
27,495,0100000000040073000000000,1,1,A,213,125,26371000,1012022,10000040073000
27,495,0100000000040074000000000,1,1,A,238,92,27187000,1012022,10000040074000
27,495,0100000000040075000000000,1,1,A,354,218,40287000,1012022,10000040075000
27,495,0100000000040076000000000,1,1,A,92,0,8391000,1012022,10000040076000
27,495,0100000000040076500000001,1,1,A,0,80,3820000,1012022,10000040076001
27,495,0100000000040077000000000,1,1,S,171,0,15596000,1012022,10000040077000
27,495,0100000000040078000000000,1,1,A,191,0,17421000,1012022,10000040078000
27,495,0100000000040079000000000,1,3,A,158,116,26113000,1012022,10000040079000
27,495,0100000000040079000000000,2,3,A,158,116,26113000,1012022,10000040079000
27,495,0100000000040079000000000,3,3,A,158,116,26113000,1012022,10000040079000
27,495,0100000000040080000000000,1,1,A,179,0,16326000,1012022,10000040080000
27,495,0100000000040080500000001,1,1,A,0,47,1725000,1012022,10000040080001
27,495,0100000000040081000000000,1,1,A,148,63,25627000,1012022,10000040081000
27,495,0100000000040082000000000,1,1,A,134,93,20664000,1012022,10000040082000
27,495,0100000000040083000000000,1,1,A,212,0,19336000,1012022,10000040083000
27,495,0100000000040084000000000,1,1,A,148,98,22292000,1012022,10000040084000
27,495,0100000000040085000000000,1,1,A,56,0,5107000,1012022,10000040085000
27,495,0100000000040086000000000,1,1,A,49,0,4469000,1012022,10000040086000
27,495,0100000000050001000000000,1,1,I,1694,107,292631000,1012022,10000050001000
27,495,0100000000050002000000000,1,1,A,85,77,16431000,1012022,10000050002000
27,495,0100000000050003000000000,1,1,A,62,0,5655000,1012022,10000050003000
27,495,0100000000050004000000000,1,1,A,68,94,9119000,1012022,10000050004000
27,495,0100000000050005000000000,1,1,A,153,112,20658000,1012022,10000050005000
27,495,0100000000050006000000000,1,1,A,116,0,10580000,1012022,10000050006000
27,495,0100000000050006500000001,1,1,A,0,78,9927000,1012022,10000050006001
27,495,0100000000050007000000000,1,1,A,281,0,25629000,1012022,10000050007000
27,495,0100000000050007500000001,1,1,A,0,154,24294000,1012022,10000050007001
27,495,0100000000050008000000000,1,1,A,227,118,27259000,1012022,10000050008000
27,495,0100000000050009000000000,1,1,A,127,40,12774000,1012022,10000050009000
27,495,0100000000050010000000000,1,1,A,176,334,44662000,1012022,10000050010000
27,495,0100000000050010500000001,1,1,0,0,120,10739000,1012022,10000050010001
27,495,0100000000050011000000000,1,1,A,167,0,27925000,1012022,10000050011000
27,495,0100000000050011500000001,1,1,A,0,101,12855000,1012022,10000050011001
27,495,0100000000050012000000000,1,1,A,196,0,32774000,1012022,10000050012000
27,495,0100000000050012500000001,1,1,A,0,330,32547000,1012022,10000050012001
27,495,0100000000050013000000000,1,1,J,140,0,23410000,1012022,10000050013000
27,495,0100000000050013500000001,1,1,J,0,124,12801000,1012022,10000050013001
27,495,0100000000050014000000000,1,1,R,251,0,41971000,1012022,10000050014000
27,495,0100000000050015000000000,1,1,A,161,112,39011000,1012022,10000050015000
27,495,0100000000050016000000000,1,1,A,270,0,45146000,1012022,10000050016000
27,495,0100000000050016500000001,1,1,A,0,127,3360000,1012022,10000050016001
27,495,0100000000050017000000000,1,1,A,261,0,43643000,1012022,10000050017000
27,495,0100000000050017500000001,1,1,A,0,96,10818000,1012022,10000050017001
27,495,0100000000050018000000000,1,1,A,360,185,92314000,1012022,10000050018000
27,495,0100000000060002000000000,1,1,A,59,0,5380000,1012022,10000060002000
27,495,0100000000060003000000000,1,1,A,61,51,7807000,1012022,10000060003000
27,495,0100000000060004000000000,1,1,C,188,0,17147000,1012022,10000060004000
27,495,0100000000060004500000001,1,1,A,0,188,5673000,1012022,10000060004001
27,495,0100000000060005000000000,1,1,S,187,0,17056000,1012022,10000060005000
27,495,0100000000060007000000000,1,1,A,111,106,14015000,1012022,10000060007000
27,495,0100000000060008000000000,1,1,A,191,37,18165000,1012022,10000060008000
27,495,0100000000060009000000000,1,1,A,160,107,20536000,1012022,10000060009000
27,495,0100000000060010000000000,1,1,A,352,94,34592000,1012022,10000060010000
27,495,0100000000060010500000001,1,1,A,0,56,1859000,1012022,10000060010001
27,495,0100000000060011000000000,1,1,A,141,0,12862000,1012022,10000060011000
27,495,0100000000060012000000000,1,1,A,137,0,12495000,1012022,10000060012000
27,495,0100000000060012500000001,1,1,A,0,78,1118000,1012022,10000060012001
27,495,0100000000060013000000000,1,1,A,92,0,8391000,1012022,10000060013000
27,495,0100000000060013500000001,1,1,A,0,185,10276000,1012022,10000060013001
27,495,0100000000060014000000000,1,1,A,116,0,10580000,1012022,10000060014000
27,495,0100000000060014500000001,1,1,A,0,43,867000,1012022,10000060014001
27,495,0100000000060015000000000,1,1,A,206,113,25517000,1012022,10000060015000
27,495,0100000000060016000000000,1,1,A,53,0,4834000,1012022,10000060016000
27,495,0100000000060016500000001,1,1,A,0,53,1232000,1012022,10000060016001
27,495,0100000000060017000000000,1,1,A,24,0,2189000,1012022,10000060017000
27,495,0100000000060017500000001,1,1,A,0,24,557000,1012022,10000060017001
27,495,0100000000060018000000000,1,1,A,41,0,3741000,1012022,10000060018000
27,495,0100000000060018500000001,1,1,A,0,41,826000,1012022,10000060018001
27,495,0100000000060019000000000,1,1,A,126,0,11491000,1012022,10000060019000
27,495,0100000000060019500000001,1,1,A,0,90,6099000,1012022,10000060019001
27,495,0100000000060020000000000,1,1,A,79,79,9042000,1012022,10000060020000
27,495,0100000000060021000000000,1,1,A,68,132,22000000,1012022,10000060021000
27,495,0100000000060022000000000,1,1,A,136,108,20256000,1012022,10000060022000
27,495,0100000000060023000000000,1,1,A,119,119,19252000,1012022,10000060023000
27,495,0100000000060024000000000,1,1,A,380,231,58979000,1012022,10000060024000
27,495,0100000000060025000000000,1,1,A,137,0,15619000,1012022,10000060025000
27,495,0100000000060025500000001,1,1,A,0,104,8385000,1012022,10000060025001
27,495,0100000000060026000000000,1,1,A,172,0,19608000,1012022,10000060026000
27,495,0100000000060027000000000,1,1,A,206,94,25972000,1012022,10000060027000
27,495,0100000000060027500000001,1,1,A,0,85,2248000,1012022,10000060027001
27,495,0100000000060028000000000,1,1,A,147,147,24923000,1012022,10000060028000
27,495,0100000000060029000000000,1,1,A,208,72,22411000,1012022,10000060029000
27,495,0100000000060030000000000,1,1,A,168,0,28091000,1012022,10000060030000
27,495,0100000000060030500000001,1,1,A,0,90,8874000,1012022,10000060030001
27,495,0100000000060031000000000,1,1,A,213,0,35616000,1012022,10000060031000
27,495,0100000000060031500000001,1,1,A,0,144,17619000,1012022,10000060031001
27,495,0100000000060032000000000,1,1,A,247,0,41302000,1012022,10000060032000
27,495,0100000000060033000000000,1,1,A,225,0,37624000,1012022,10000060033000
27,495,0100000000060034000000000,1,1,A,326,0,54514000,1012022,10000060034000
27,495,0100000000060034500000001,1,1,A,0,128,2580000,1012022,10000060034001
27,495,0100000000060035000000000,1,1,D,2121,517,436552000,1012022,10000060035000
27,495,0100000000060035500000001,1,1,A,0,70,4168000,1012022,10000060035001
27,495,0100000000060036000000000,1,1,F,371,108,65999000,1012022,10000060036000
27,495,0100000000060037000000000,1,1,I,1193,1060,372254000,1012022,10000060037000
27,495,0100000000060038000000000,1,1,A,427,0,71401000,1012022,10000060038000
27,495,0100000000060039000000000,1,1,A,215,160,57910000,1012022,10000060039000
27,495,0100000000060040000000000,1,1,A,629,0,57369000,1012022,10000060040000
27,495,0100000000060041500000001,1,1,C,0,185,37579000,1012022,10000060041001
27,495,0100000000060042500000001,1,1,A,0,37,1357000,1012022,10000060042001
27,495,0100000000060044000000000,1,1,A,30,30,4645000,1012022,10000060044000
27,495,0100000000060044500000001,1,1,A,0,30,1909000,1012022,10000060044001
27,495,0100000000060046000000000,1,1,A,236,0,21526000,1012022,10000060046000
27,495,0100000000060047000000000,1,1,A,113,0,12882000,1012022,10000060047000
27,495,0100000000060049000000000,1,1,S,758,248,90219000,1012022,10000060049000
27,495,0100000000060050000000000,1,1,R,150,0,25083000,1012022,10000060050000
27,495,0100000000060051000000000,1,1,R,72,0,6567000,1012022,10000060051000
27,495,0100000000070001000000000,1,1,A,120,0,10944000,1012022,10000070001000
27,495,0100000000070001500000001,1,1,A,0,224,17438000,1012022,10000070001001
27,495,0100000000070002000000000,1,1,A,174,106,21758000,1012022,10000070002000
27,495,0100000000070003000000000,1,1,A,162,143,22822000,1012022,10000070003000
27,495,0100000000070004000000000,1,1,A,230,0,10490000,1012022,10000070004000
27,495,0100000000070004500000001,1,1,A,0,111,5301000,1012022,10000070004001
27,495,0100000000070005000000000,1,1,A,202,0,9211000,1012022,10000070005000
27,495,0100000000070005500000001,1,1,A,0,87,2589000,1012022,10000070005001
27,495,0100000000070006000000000,1,1,A,82,0,3741000,1012022,10000070006000
27,495,0100000000070007000000000,1,1,A,100,0,4561000,1012022,10000070007000
27,495,0100000000070007500000001,1,1,A,0,49,1461000,1012022,10000070007001
27,495,0100000000070009000000000,1,1,A,600,48,56022000,1012022,10000070009000
27,495,0100000000070010000000000,1,1,A,196,96,10871000,1012022,10000070010000
27,495,0100000000070011000000000,1,1,A,113,0,5152000,1012022,10000070011000
27,495,0100000000070011500000001,1,1,A,0,41,5218000,1012022,10000070011001
27,495,0100000000070012000000000,1,1,A,164,0,7478000,1012022,10000070012000
27,495,0100000000070012500000001,1,1,A,0,74,6291000,1012022,10000070012001
27,495,0100000000070013000000000,1,1,A,234,84,31681000,1012022,10000070013000
27,495,0100000000070014000000000,1,1,A,219,145,35910000,1012022,10000070014000
27,495,0100000000070014500000001,1,1,A,0,90,7254000,1012022,10000070014001
27,495,0100000000070015000000000,1,1,A,261,0,29757000,1012022,10000070015000
27,495,0100000000070015500000001,1,1,A,0,53,2944000,1012022,10000070015001
27,495,0100000000070016000000000,1,1,A,153,0,17442000,1012022,10000070016000
27,495,0100000000070016500000001,1,1,A,0,146,9290000,1012022,10000070016001
27,495,0100000000070017000000000,1,1,A,461,0,52559000,1012022,10000070017000
27,495,0100000000070018000000000,1,1,A,36,36,5297000,1012022,10000070018000
27,495,0100000000070019000000000,1,1,A,109,0,12426000,1012022,10000070019000
27,495,0100000000070019500000001,1,1,A,0,145,19172000,1012022,10000070019001
27,495,0100000000070020000000000,1,1,A,36,0,4104000,1012022,10000070020000
27,495,0100000000070020500000001,1,1,A,0,36,1719000,1012022,10000070020001
27,495,0100000000070021000000000,1,1,A,72,0,8207000,1012022,10000070021000
27,495,0100000000070021500000001,1,1,A,0,72,2391000,1012022,10000070021001
27,495,0100000000070022000000000,1,1,A,143,90,16237000,1012022,10000070022000
27,495,0100000000070023000000000,1,1,A,230,101,23012000,1012022,10000070023000
27,495,0100000000070024000000000,1,1,A,288,0,26268000,1012022,10000070024000
27,495,0100000000070024500000001,1,1,A,0,518,57969000,1012022,10000070024001
27,495,0100000000070025000000000,1,1,A,135,76,19351000,1012022,10000070025000
27,495,0100000000070027000000000,1,1,A,140,0,15961000,1012022,10000070027000
27,495,0100000000070028000000000,1,1,A,100,88,26210000,1012022,10000070028000
27,495,0100000000070029000000000,1,1,A,392,0,44692000,1012022,10000070029000
27,495,0100000000070030000000000,1,1,A,185,135,43812000,1012022,10000070030000
27,495,0100000000070031000000000,1,1,A,179,179,31066000,1012022,10000070031000
27,495,0100000000070032000000000,1,1,A,166,0,12618000,1012022,10000070032000
27,495,0100000000070057500000001,1,1,0,0,90,817000,1012022,10000070057001
27,495,0100000000080001000000000,1,1,A,215,54,27511000,1012022,10000080001000
27,495,0100000000080002000000000,1,1,A,538,0,61337000,1012022,10000080002000
27,495,0100000000080002500000001,1,1,A,0,240,17274000,1012022,10000080002001
27,495,0100000000080003000000000,1,1,A,635,0,72398000,1012022,10000080003000
27,495,0100000000080003500000001,1,1,A,0,113,6276000,1012022,10000080003001
27,495,0100000000080004000000000,1,1,A,162,0,18469000,1012022,10000080004000
27,495,0100000000080004500000001,1,1,A,0,52,2288000,1012022,10000080004001
27,495,0100000000080005000000000,1,1,A,135,0,15391000,1012022,10000080005000
27,495,0100000000080005500000001,1,1,A,0,36,726000,1012022,10000080005001
27,495,0100000000080006000000000,1,1,A,105,0,7983000,1012022,10000080006000
27,495,0100000000080006500000001,1,1,A,0,86,3783000,1012022,10000080006001
27,495,0100000000080007000000000,1,1,A,205,0,15581000,1012022,10000080007000
27,495,0100000000080007500000001,1,1,A,0,101,4442000,1012022,10000080007001
27,495,0100000000080008000000000,1,1,A,382,0,29034000,1012022,10000080008000
27,495,0100000000080008500000001,1,1,A,0,170,5642000,1012022,10000080008001
27,495,0100000000080009000000000,1,1,A,119,0,9044000,1012022,10000080009000
27,495,0100000000080009500000001,1,1,A,0,75,1511000,1012022,10000080009001
27,495,0100000000080010000000000,1,1,M,26,0,1188000,1012022,10000080010000
27,495,0100000000080010500000001,1,1,A,0,20,632000,1012022,10000080010001
27,495,0100000000080011000000000,1,1,A,108,0,4924000,1012022,10000080011000
27,495,0100000000080011500000001,1,1,A,0,42,603000,1012022,10000080011001
27,495,0100000000080012000000000,1,1,R,232,0,10580000,1012022,10000080012000
27,495,0100000000080013000000000,1,1,A,141,0,6430000,1012022,10000080013000
27,495,0100000000080013500000001,1,1,A,0,113,4554000,1012022,10000080013001
27,495,0100000000080014000000000,1,1,R,131,0,5974000,1012022,10000080014000
27,495,0100000000080015000000000,1,1,A,152,0,6931000,1012022,10000080015000
27,495,0100000000080015500000001,1,1,A,0,80,1611000,1012022,10000080015001
27,495,0100000000080016000000000,1,1,R,462,0,21069000,1012022,10000080016000
27,495,0100000000080017000000000,1,1,A,107,0,4880000,1012022,10000080017000
27,495,0100000000080017500000001,1,1,A,0,165,11877000,1012022,10000080017001
27,495,0100000000080018000000000,1,1,A,275,0,12541000,1012022,10000080018000
27,495,0100000000080018500000001,1,1,A,0,261,13772000,1012022,10000080018001
27,495,0100000000080019000000000,1,1,R,73,0,5548000,1012022,10000080019000
27,495,0100000000080020000000000,1,1,A,202,52,16400000,1012022,10000080020000
27,495,0100000000080021000000000,1,1,R,192,0,14595000,1012022,10000080021000
27,495,0100000000080022000000000,1,1,A,101,80,11195000,1012022,10000080022000
27,495,0100000000080023000000000,1,1,R,75,0,8552000,1012022,10000080023000
27,495,0100000000080024000000000,1,1,A,443,0,50506000,1012022,10000080024000
27,495,0100000000080024500000001,1,1,A,0,152,14987000,1012022,10000080024001
27,495,0100000000080025000000000,1,1,A,52,0,2371000,1012022,10000080025000
27,495,0100000000080026000000000,1,1,A,63,0,4787000,1012022,10000080026000
27,495,0100000000080027000000000,1,1,A,203,0,9259000,1012022,10000080027000
27,495,0100000000080027500000001,1,1,A,0,311,39578000,1012022,10000080027001
27,495,0100000000090001000000000,1,1,A,335,0,15277000,1012022,10000090001000
27,495,0100000000090002000000000,1,1,A,120,0,5472000,1012022,10000090002000
27,495,0100000000090003000000000,1,1,A,56,0,2553000,1012022,10000090003000
27,495,0100000000090004000000000,1,1,A,84,0,3831000,1012022,10000090004000
27,495,0100000000090005000000000,1,1,A,52,0,2371000,1012022,10000090005000
27,495,0100000000090006000000000,1,1,A,58,0,2645000,1012022,10000090006000
27,495,0100000000090007000000000,1,1,A,54,0,2463000,1012022,10000090007000
27,495,0100000000090008000000000,1,1,A,55,0,2508000,1012022,10000090008000
27,495,0100000000090009000000000,1,1,A,56,0,2553000,1012022,10000090009000
27,495,0100000000090010000000000,1,1,A,116,0,5290000,1012022,10000090010000
27,495,0100000000090011000000000,1,1,A,138,0,6293000,1012022,10000090011000
27,495,0100000000090012000000000,1,1,A,97,0,4424000,1012022,10000090012000
27,495,0100000000090013000000000,1,1,A,18,0,821000,1012022,10000090013000
27,495,0100000000090014000000000,1,1,A,21,0,958000,1012022,10000090014000
27,495,0100000000090015000000000,1,1,A,34,0,1550000,1012022,10000090015000
